    0.499897911682694596E+00    0.100072630142670399E+00    0.499416108382694124E+00    0.604571845262245574E+03
    0.500000330771856794E+00    0.998164360194015859E-01    0.499641666557045061E+00    0.605319809418275781E+03
    0.499934771723712812E+00    0.100039017900331970E+00    0.500168205599821003E+00    0.605645787908560806E+03
    0.500048551590830725E+00    0.100094019632738160E+00    0.499837138707905637E+00    0.606061320415142745E+03
    0.499870392936404118E+00    0.100046155564041117E+00    0.499537808902029257E+00    0.606386964696775749E+03
    0.499910733254706807E+00    0.100085923763751916E+00    0.499959868413594799E+00    0.606752829398505583E+03
    0.499993945940662876E+00    0.998822315725943627E-01    0.499331150353747033E+00    0.606778146080676834E+03
    0.500002342909079522E+00    0.100109748419882377E+00    0.500330647933124650E+00    0.606944118102091124E+03
    0.500082972878686527E+00    0.999629306274503748E-01    0.500355626994204439E+00    0.607066467434156948E+03
    0.499878424808540778E+00    0.999476304586982278E-01    0.499355857407422166E+00    0.607297826630051532E+03
    0.499992375246163467E+00    0.100122403800859128E+00    0.500173970017750769E+00    0.607743503270883366E+03
    0.499940355100486233E+00    0.100107236977025366E+00    0.499884807153597954E+00    0.607759121535856025E+03
    0.500017972050699422E+00    0.100032596676115332E+00    0.499613397000010617E+00    0.607788874045788020E+03
    0.500022217497929855E+00    0.999011153414269271E-01    0.499458163162834201E+00    0.607799362065638093E+03
    0.499903140972833671E+00    0.999485912812230759E-01    0.499326993551605258E+00    0.607938397868878269E+03
    0.500046359338797042E+00    0.998668184426163286E-01    0.499667392136247890E+00    0.608062447752934986E+03
    0.499896459700518603E+00    0.999733920969302498E-01    0.499725641908430440E+00    0.608073794320878619E+03
    0.499961518471033595E+00    0.100110545303219958E+00    0.499901161169868324E+00    0.608083005340874479E+03
    0.499982487370208728E+00    0.100110069560107970E+00    0.500157058418034817E+00    0.608114350695367762E+03
    0.499899620973079106E+00    0.999168648503201695E-01    0.499452569694460780E+00    0.608116803057062953E+03
    0.499925689286572328E+00    0.999124550421423840E-01    0.499325515949462728E+00    0.608146417313599727E+03
