    0.222049176692962646E+00    0.758019685745239258E-01    0.333988964557647705E+00   -0.411317075624070391E+08   -0.460515351937698814E+01    1
    0.306998848915100098E+00    0.992457866668701172E-01    0.460863769054412842E+00   -0.247557447895055860E+08   -0.461515351937698259E+01    1
    0.392977237701416016E+00    0.190906405448913574E+00    0.805124878883361816E+00   -0.160425144356325716E+08   -0.462515351937698149E+01    1
    0.697047114372253418E-01    0.225399732589721680E-01    0.999536216259002686E+00   -0.140001581857931390E+08   -0.463515351937698661E+01    1
    0.593979358673095703E-01    0.994862318038940430E-01    0.601162910461425781E+00   -0.111242333061068840E+08   -0.464515351937698728E+01    1
    0.897384405136108398E+00    0.193459987640380859E-01    0.469769239425659180E+00   -0.108610179083241280E+08   -0.465515351937698174E+01    1
    0.228212773799896240E+00    0.106596112251281738E+00    0.179813325405120850E+00   -0.106989289885214996E+08   -0.466515351937698153E+01    1
    0.390231549739837646E+00    0.344594955444335938E+00    0.891284167766571045E+00   -0.102940992441242207E+08   -0.467515351937698398E+01    1
    0.866824030876159668E+00    0.519148111343383789E-01    0.714172482490539551E+00   -0.919354905548883229E+07   -0.468515351937698377E+01    1
    0.218870103359222412E+00    0.261396288871765137E+00    0.492890000343322754E+00   -0.906355525830220431E+07   -0.469515351937698444E+01    1
    0.457158505916595459E+00    0.276938676834106445E+00    0.816178143024444580E+00   -0.819993974234525580E+07   -0.470515351937698423E+01    1
    0.143023312091827393E+00    0.501509904861450195E-01    0.135837078094482422E+00   -0.736495528762357775E+07   -0.471515351937698135E+01    1
    0.104275584220886230E+00    0.345019102096557617E-01    0.132671773433685303E+00   -0.723772169410251547E+07   -0.472515351937698025E+01    1
    0.493597388267517090E-01    0.191304802894592285E+00    0.214422821998596191E+00   -0.714316493813643046E+07   -0.473515351937698448E+01    1
    0.873225927352905273E-01    0.465864062309265137E+00    0.751982271671295166E+00   -0.714038707109749597E+07   -0.474515351937698782E+01    1
    0.235096991062164307E+00    0.164200675487518311E+01    0.715076923370361328E-03   -0.703983305085297208E+07   -0.475515351937698494E+01    1
    0.318209350109100342E+00    0.469791769981384277E+00    0.132131576538085938E-02   -0.702993890768618882E+07   -0.476515351937698117E+01    1
    0.288264751434326172E-01    0.188568603992462158E+01    0.251507759094238281E-01   -0.698494746592071280E+07   -0.477515351937698451E+01    1
    0.913117349147796631E+00    0.866495728492736816E+00    0.172433257102966309E-01   -0.696807723829325847E+07   -0.478515351937698341E+01    1
    0.388056039810180664E+00    0.194634664058685303E+01    0.465110540390014648E-01   -0.693838639494599681E+07   -0.479515351937697876E+01    1
    0.179278612136840820E+00    0.197171151638031006E+01    0.568159222602844238E-01   -0.691842339272547141E+07   -0.480515351937698032E+01    1
    0.600161671638488770E+00    0.118124461174011230E+01    0.369935631752014160E-01   -0.690846221704615187E+07   -0.481515351937698277E+01    1
    0.726014971733093262E+00    0.104610168933868408E+01    0.438221693038940430E-01   -0.686964555227515660E+07   -0.482515351937698345E+01    1
    0.291860938072204590E+00    0.126331472396850586E+01    0.595702528953552246E-01   -0.684203637453348469E+07   -0.483515351937698323E+01    1
    0.825478255748748779E+00    0.189726960659027100E+01    0.113975226879119873E+00   -0.679257654819166008E+07   -0.484515351937698480E+01    1
    0.856997609138488770E+00    0.180649411678314209E+01    0.185001611709594727E+00   -0.662959209624809213E+07   -0.485515351937698814E+01    1
    0.791119933128356934E+00    0.623517513275146484E+00    0.855564475059509277E-01   -0.656346594731897209E+07   -0.486515351937698437E+01    1
    0.428556978702545166E+00    0.161400580406188965E+01    0.189914226531982422E+00   -0.656105522279605456E+07   -0.487515351937698149E+01    1
    0.703727483749389648E+00    0.166866183280944824E+01    0.233629405498504639E+00   -0.648352916429444030E+07   -0.488515351937698572E+01    1
    0.112046897411346436E+00    0.140257811546325684E+01    0.209237933158874512E+00   -0.646010685974777769E+07   -0.489515351937698817E+01    1
    0.562134742736816406E+00    0.160413372516632080E+01    0.235717892646789551E+00   -0.645356872872364800E+07   -0.490515351937698973E+01    1
    0.940122604370117188E+00    0.136153268814086914E+01    0.225963234901428223E+00   -0.642070184912257083E+07   -0.491515351937698775E+01    1
    0.682669103145599365E+00    0.136775124073028564E+01    0.223824560642242432E+00   -0.640032019844445121E+07   -0.492515351937698220E+01    1
    0.257464587688446045E+00    0.711283564567565918E+00    0.136644721031188965E+00   -0.632044158433491923E+07   -0.493515351937698199E+01    1
    0.641874849796295166E+00    0.678761363029479980E+00    0.132202148437500000E+00   -0.630857294844703935E+07   -0.494515351937698799E+01    1
    0.860235273838043213E+00    0.153342020511627197E+01    0.305555284023284912E+00   -0.629113518833765481E+07   -0.495515351937699045E+01    1
    0.568105101585388184E+00    0.103458237648010254E+01    0.203475296497344971E+00   -0.628107577543427516E+07   -0.496515351937698846E+01    1
    0.142721951007843018E+00    0.519381284713745117E+00    0.712999582290649414E+00   -0.627087787228771020E+07   -0.497515351937698824E+01    1
    0.507400572299957275E+00    0.146851491928100586E+01    0.297797262668609619E+00   -0.625725486830218881E+07   -0.498515351937698359E+01    1
    0.690717518329620361E+00    0.150882005691528320E+00    0.105338215827941895E+00   -0.625578290698967967E+07   -0.499515351937698426E+01    1
    0.206064283847808838E+00    0.149314606189727783E+01    0.312458157539367676E+00   -0.624607498461450636E+07   -0.500515351937698583E+01    1
    0.819130599498748779E+00    0.136705839633941650E+01    0.295353233814239502E+00   -0.623620219858245924E+07   -0.501515351937698384E+01    1
    0.672697424888610840E-01    0.198145449161529541E+01    0.426381945610046387E+00   -0.623039043496476952E+07   -0.502515351937698451E+01    1
    0.598106622695922852E+00    0.163907873630523682E+01    0.348166704177856445E+00   -0.622709326712838560E+07   -0.503515351937698608E+01    1
    0.970077514648437500E-01    0.123801934719085693E+01    0.280239760875701904E+00   -0.621233937731848564E+07   -0.504515351937698409E+01    1
    0.338265299797058105E+00    0.101359558105468750E+01    0.239305913448333740E+00   -0.615432966849593818E+07   -0.505515351937698298E+01    1
    0.335653364658355713E+00    0.194005227088928223E+01    0.456894993782043457E+00   -0.615199164794723690E+07   -0.506515351937698455E+01    1
    0.385814666748046875E+00    0.178167879581451416E+01    0.419534206390380859E+00   -0.615103730749102123E+07   -0.507515351937697989E+01    1
    0.127278506755828857E+00    0.183604156970977783E+01    0.463535487651824951E+00   -0.611113595689484011E+07   -0.508515351937698501E+01    1
    0.732760787010192871E+00    0.102133297920227051E+01    0.264393329620361328E+00   -0.610061513298119325E+07   -0.509515351937699013E+01    1
    0.978380441665649414E+00    0.141938447952270508E+01    0.381745636463165283E+00   -0.609533225040590670E+07   -0.510515351937699080E+01    1
    0.718355000019073486E+00    0.173040163516998291E+01    0.444951117038726807E+00   -0.608950077793589421E+07   -0.511515351937698348E+01    1
    0.393468558788299561E+00    0.187183654308319092E+01    0.479336082935333252E+00   -0.608636380933030974E+07   -0.512515351937698238E+01    1
    0.462562918663024902E+00    0.181678152084350586E+01    0.478390276432037354E+00   -0.606327919888976682E+07   -0.513515351937698394E+01    1
    0.429657220840454102E+00    0.168139314651489258E+01    0.447181344032287598E+00   -0.605551872510135453E+07   -0.514515351937697751E+01    1
    0.951939940452575684E+00    0.121189939975738525E+01    0.356833398342132568E+00   -0.603245627798558865E+07   -0.515515351937698085E+01    1
    0.682014822959899902E+00    0.689967036247253418E+00    0.196392714977264404E+00   -0.603207817299452052E+07   -0.516515351937698330E+01    1
    0.834480762481689453E+00    0.185234093666076660E+01    0.521339535713195801E+00   -0.602327398648255039E+07   -0.517515351937698220E+01    1
    0.920070827007293701E+00    0.198199856281280518E+01    0.562983393669128418E+00   -0.602093955203092843E+07   -0.518515351937698643E+01    1
    0.754458963871002197E+00    0.126808166503906250E+00    0.683063030242919922E+00   -0.601559514246863406E+07   -0.519515351937698533E+01    1
    0.721986889839172363E+00    0.672836422920227051E+00    0.200995922088623047E+00   -0.600961676946984977E+07   -0.520515351937697623E+01    1
    0.250499069690704346E+00    0.736816048622131348E+00    0.222445249557495117E+00   -0.599119527385981381E+07   -0.521515351937698224E+01    1
    0.830851793289184570E-01    0.370269179344177246E+00    0.246500134468078613E+00   -0.598854834797775745E+07   -0.522515351937697670E+01    1
    0.362673997879028320E+00    0.120306110382080078E+01    0.352319478988647461E+00   -0.597910895969562232E+07   -0.523515351937698092E+01    1
    0.189251542091369629E+00    0.890133976936340332E+00    0.276850104331970215E+00   -0.597208299779665284E+07   -0.524515351937698071E+01    1
    0.560484468936920166E+00    0.153472781181335449E+01    0.457959711551666260E+00   -0.595962716960629914E+07   -0.525515351937698583E+01    1
    0.351933360099792480E+00    0.134837305545806885E+01    0.404526591300964355E+00   -0.595877379942115117E+07   -0.526515351937698739E+01    1
    0.543448507785797119E+00    0.147007334232330322E+01    0.439541876316070557E+00   -0.595745187730671186E+07   -0.527515351937698007E+01    1
    0.720763862133026123E+00    0.573322296142578125E+00    0.186843693256378174E+00   -0.595295947270476818E+07   -0.528515351937697542E+01    1
    0.404171168804168701E+00    0.134558105468750000E+01    0.411036133766174316E+00   -0.594026712740795035E+07   -0.529515351937697609E+01    1
    0.656315684318542480E+00    0.129339993000030518E+01    0.399994671344757080E+00   -0.593376043084679823E+07   -0.530515351937697677E+01    1
    0.648403823375701904E+00    0.154545819759368896E+01    0.488637506961822510E+00   -0.591247904070871603E+07   -0.531515351937698188E+01    1
    0.777982592582702637E+00    0.136033880710601807E+01    0.443008482456207275E+00   -0.590015142902770638E+07   -0.532515351937698078E+01    1
    0.953521132469177246E-01    0.126503503322601318E+01    0.430698871612548828E+00   -0.588967750835422147E+07   -0.533515351937697613E+01    1
    0.632746696472167969E+00    0.162977766990661621E+01    0.532092750072479248E+00   -0.588293718199580442E+07   -0.534515351937697680E+01    1
    0.254263937473297119E+00    0.299713134765625000E+00    0.137407660484313965E+00   -0.587407827386185154E+07   -0.535515351937698103E+01    1
    0.124379158020019531E+00    0.133122658729553223E+01    0.463949620723724365E+00   -0.585920530045124795E+07   -0.536515351937698171E+01    1
    0.408807575702667236E+00    0.175885653495788574E+01    0.589436590671539307E+00   -0.585868038232270535E+07   -0.537515351937698238E+01    1
    0.226075351238250732E+00    0.172214567661285400E+01    0.592756807804107666E+00   -0.584571320046995208E+07   -0.538515351937698128E+01    1
    0.837139666080474854E+00    0.855401277542114258E+00    0.320598185062408447E+00   -0.581985329633201938E+07   -0.539515351937698018E+01    1
    0.814081251621246338E+00    0.103834331035614014E+01    0.378589808940887451E+00   -0.581643584031264391E+07   -0.540515351937698263E+01    1
    0.142261624336242676E+00    0.164647364616394043E+01    0.593473672866821289E+00   -0.581479717698999960E+07   -0.541515351937698153E+01    1
    0.758581519126892090E+00    0.105976760387420654E+01    0.382285594940185547E+00   -0.581158960644543078E+07   -0.542515351937697865E+01    1
    0.500303328037261963E+00    0.145692181587219238E+01    0.514168798923492432E+00   -0.580899063851050287E+07   -0.543515351937697933E+01    1
